Age_Group,State,Year,deaths,population
0-24,Oregon,2016,661,1234305
0-24,Oregon,2017,701,1236701
0-24,Oregon,2018,577,1238611
0-24,Pennsylvania,1999,2827,4016000
0-24,Pennsylvania,2000,2720,4016670
0-24,Pennsylvania,2001,2830,4027059
0-24,Pennsylvania,2002,2937,4035286
0-24,Pennsylvania,2003,2895,4043739
0-24,Pennsylvania,2004,2819,4046372
0-24,Pennsylvania,2005,2982,4043459
0-24,Pennsylvania,2006,2990,4051205
0-24,Pennsylvania,2007,2909,4054192
0-24,Pennsylvania,2008,2810,4052881
0-24,Pennsylvania,2009,2603,4057342
0-24,Pennsylvania,2010,2668,4053536
0-24,Pennsylvania,2011,2568,4027549
0-24,Pennsylvania,2012,2660,4003154
0-24,Pennsylvania,2013,2465,3960209
0-24,Pennsylvania,2014,2336,3927302
0-24,Pennsylvania,2015,2439,3894807
0-24,Pennsylvania,2016,2601,3862403
0-24,Pennsylvania,2017,2615,3840894
0-24,Pennsylvania,2018,2337,3809193
0-24,Rhode Island,1999,178,350088
0-24,Rhode Island,2000,193,302739
0-24,Rhode Island,2001,186,214798
0-24,Rhode Island,2002,194,310412
0-24,Rhode Island,2003,200,219430
0-24,Rhode Island,2004,172,221800
0-24,Rhode Island,2005,187,293438
0-24,Rhode Island,2006,183,291370
0-24,Rhode Island,2007,163,174105
0-24,Rhode Island,2008,159,239949
0-24,Rhode Island,2009,164,238767
0-24,Rhode Island,2010,156,219661
0-24,Rhode Island,2011,128,172802
0-24,Rhode Island,2012,141,230604
0-24,Rhode Island,2013,137,167787
0-24,Rhode Island,2014,126,228265
0-24,Rhode Island,2015,157,208620
0-24,Rhode Island,2016,135,163208
0-24,Rhode Island,2017,137,162249
0-24,Rhode Island,2018,122,158599
0-24,South Carolina,1999,1342,1410454
0-24,South Carolina,2000,1293,1417492
0-24,South Carolina,2001,1289,1434245
0-24,South Carolina,2002,1323,1443503
0-24,South Carolina,2003,1237,1450160
0-24,South Carolina,2004,1338,1464304
0-24,South Carolina,2005,1367,1473598
0-24,South Carolina,2006,1329,1490811
0-24,South Carolina,2007,1395,1515325
0-24,South Carolina,2008,1290,1536666
0-24,South Carolina,2009,1181,1551983
0-24,South Carolina,2010,1123,1556919
0-24,South Carolina,2011,1121,1561307
0-24,South Carolina,2012,1100,1564501
0-24,South Carolina,2013,1044,1567854
0-24,South Carolina,2014,1104,1566724
0-24,South Carolina,2015,1173,1568712
0-24,South Carolina,2016,1184,1566157
0-24,South Carolina,2017,1152,1572462
0-24,South Carolina,2018,1218,1574168
0-24,South Dakota,1999,241,225167
0-24,South Dakota,2000,210,280283
0-24,South Dakota,2001,227,280511
0-24,South Dakota,2002,219,279907
0-24,South Dakota,2003,248,280452
0-24,South Dakota,2004,254,281577
0-24,South Dakota,2005,233,281141
0-24,South Dakota,2006,218,229652
0-24,South Dakota,2007,212,281291
0-24,South Dakota,2008,223,174531
0-24,South Dakota,2009,242,282995
0-24,South Dakota,2010,200,228805
0-24,South Dakota,2011,202,286170
0-24,South Dakota,2012,243,287781
0-24,South Dakota,2013,209,233124
0-24,South Dakota,2014,200,296085
0-24,South Dakota,2015,256,295998
0-24,South Dakota,2016,222,237415
0-24,South Dakota,2017,236,297659
0-24,South Dakota,2018,203,240273
0-24,Tennessee,1999,1710,1929907
0-24,Tennessee,2000,1884,1947377
0-24,Tennessee,2001,1727,1970846
0-24,Tennessee,2002,1846,1982599
0-24,Tennessee,2003,1782,1994694
0-24,Tennessee,2004,1835,2008915
0-24,Tennessee,2005,1840,2026978
0-24,Tennessee,2006,1884,2043075
0-24,Tennessee,2007,1781,2067009
0-24,Tennessee,2008,1687,2083546
0-24,Tennessee,2009,1661,2096239
0-24,Tennessee,2010,1599,2102365
0-24,Tennessee,2011,1466,2106049
0-24,Tennessee,2012,1533,2118244
0-24,Tennessee,2013,1435,2121507
0-24,Tennessee,2014,1497,2126182
0-24,Tennessee,2015,1506,2124179
0-24,Tennessee,2016,1629,2119662
0-24,Tennessee,2017,1672,2120175
0-24,Tennessee,2018,1593,2120010
0-24,Texas,1999,5865,7987300
0-24,Texas,2000,5922,8085640
0-24,Texas,2001,6002,8263306
0-24,Texas,2002,6326,8400743
0-24,Texas,2003,6496,8519930
0-24,Texas,2004,6222,8628854
0-24,Texas,2005,6357,8725299
0-24,Texas,2006,6381,8910647
0-24,Texas,2007,6511,9043010
0-24,Texas,2008,6322,9187445
0-24,Texas,2009,6190,9341467
0-24,Texas,2010,5898,9438793
0-24,Texas,2011,5709,9591036
0-24,Texas,2012,5803,9668663
0-24,Texas,2013,5765,9755749
0-24,Texas,2014,5871,9863296
0-24,Texas,2015,5960,9983424
0-24,Texas,2016,6143,10062309
0-24,Texas,2017,6089,10134466
0-24,Texas,2018,5771,10194178
0-24,Utah,1999,630,1025869
0-24,Utah,2000,633,1036129
0-24,Utah,2001,622,1055332
0-24,Utah,2002,688,1067241
0-24,Utah,2003,681,1073860
0-24,Utah,2004,651,1080698
0-24,Utah,2005,667,1094613
0-24,Utah,2006,709,1112365
0-24,Utah,2007,748,1135513
0-24,Utah,2008,688,1156834
0-24,Utah,2009,674,1177227
0-24,Utah,2010,649,1189056
0-24,Utah,2011,707,1207495
0-24,Utah,2012,629,1214959
0-24,Utah,2013,653,1228901
0-24,Utah,2014,676,1237503
0-24,Utah,2015,684,1252818
0-24,Utah,2016,734,1265056
0-24,Utah,2017,725,1272360
0-24,Utah,2018,680,1288772
0-24,Vermont,1999,101,130632
0-24,Vermont,2000,104,90003
0-24,Vermont,2001,95,92716
0-24,Vermont,2002,90,94468
0-24,Vermont,2003,91,96574
0-24,Vermont,2004,76,98254
0-24,Vermont,2005,117,141829
0-24,Vermont,2006,97,99420
0-24,Vermont,2007,82,99073
0-24,Vermont,2008,88,97819
0-24,Vermont,2009,86,96638
0-24,Vermont,2010,68,95831
0-24,Vermont,2011,82,96058
0-24,Vermont,2012,75,95381
0-24,Vermont,2013,80,95891
0-24,Vermont,2014,94,131855
0-24,Vermont,2015,87,96613
0-24,Vermont,2016,86,120354
0-24,Vermont,2017,82,94005
0-24,Vermont,2018,81,94110
0-24,Virginia,1999,1636,2389180
0-24,Virginia,2000,1659,2417660
0-24,Virginia,2001,1703,2461377
0-24,Virginia,2002,1778,2490498
0-24,Virginia,2003,1884,2517569
